"CTA ID","environment/build","route","UI location","persona","exact label","likely user expectation","actual destination/action","prerequisites","server write expected/observed","persistence contract","confirmation","notification requirements","operator owner/queue","return/status path","applicable scenario IDs","mobile result","desktop result","evidence","finding IDs"
"CTA-baseline-_book-L3","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Skip to content","Label implies navigation; individual expectation review NOT RUN","""#site-main""","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","""#site-main""","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L8","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Join","Label implies navigation; individual expectation review NOT RUN","/waitlist","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/waitlist","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L11","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","button; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Dismiss announcement","Label implies interaction; individual expectation review NOT RUN","Control observed; action contract NOT RUN","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","NOT VERIFIED","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L13","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","xenios","Label implies navigation; individual expectation review NOT RUN","/","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L16","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Sign in","Label implies navigation; individual expectation review NOT RUN","/research/sign-in","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/research/sign-in","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L18","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Get access","Label implies navigation; individual expectation review NOT RUN","/research/access-hub#account-access","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/research/access-hub#account-access","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L20","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","button; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Open full site menu","Label implies interaction; individual expectation review NOT RUN","Control observed; action contract NOT RUN","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","NOT VERIFIED","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L26","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","button; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Load scheduling calendar","Label implies interaction; individual expectation review NOT RUN","Control observed; action contract NOT RUN","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","NOT VERIFIED","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L27","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Open scheduler in a new tab","Label implies navigation; individual expectation review NOT RUN","https://calendly.com/samuel-xeniostechnology/30min","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","https://calendly.com/samuel-xeniostechnology/30min","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L31","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","team@xeniostechnology.com","Label implies navigation; individual expectation review NOT RUN","mailto:team@xeniostechnology.com","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","mailto:team@xeniostechnology.com","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L40","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","team@xeniostechnology.com","Label implies navigation; individual expectation review NOT RUN","mailto:team@xeniostechnology.com","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","mailto:team@xeniostechnology.com","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L42","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Instagram, @officialxenios","Label implies navigation; individual expectation review NOT RUN","https://www.instagram.com/officialxenios/","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","https://www.instagram.com/officialxenios/","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L44","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","LinkedIn, /company/officialxenios","Label implies navigation; individual expectation review NOT RUN","https://www.linkedin.com/company/officialxenios","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","https://www.linkedin.com/company/officialxenios","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L48","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Product","Label implies navigation; individual expectation review NOT RUN","/product","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/product","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L50","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","How It Works","Label implies navigation; individual expectation review NOT RUN","/how-it-works","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/how-it-works","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L52","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","For Coaches","Label implies navigation; individual expectation review NOT RUN","/for-coaches","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/for-coaches","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L54","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","For Clients","Label implies navigation; individual expectation review NOT RUN","/for-clients","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/for-clients","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L56","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Storefront","Label implies navigation; individual expectation review NOT RUN","/storefront","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/storefront","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L58","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Network","Label implies navigation; individual expectation review NOT RUN","/network","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/network","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L60","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Ecosystem","Label implies navigation; individual expectation review NOT RUN","/ecosystem","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/ecosystem","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L62","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","For Practitioners","Label implies navigation; individual expectation review NOT RUN","/for-practitioners","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/for-practitioners","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L64","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Health","Label implies navigation; individual expectation review NOT RUN","/health","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/health","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L66","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Book a Call","Label implies navigation; individual expectation review NOT RUN","/book","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/book","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L68","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Early Access","Label implies navigation; individual expectation review NOT RUN","/waitlist","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/waitlist","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L70","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Concepts","Label implies navigation; individual expectation review NOT RUN","/concepts","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/concepts","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L74","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Manifesto","Label implies navigation; individual expectation review NOT RUN","/manifesto","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/manifesto","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L76","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","About","Label implies navigation; individual expectation review NOT RUN","/about","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/about","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L78","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Careers","Label implies navigation; individual expectation review NOT RUN","/careers","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/careers","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L80","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Press","Label implies navigation; individual expectation review NOT RUN","/press","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/press","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L82","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Contact","Label implies navigation; individual expectation review NOT RUN","/contact","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/contact","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L86","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Security","Label implies navigation; individual expectation review NOT RUN","/security","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/security","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L88","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Compliance","Label implies navigation; individual expectation review NOT RUN","/compliance","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/compliance","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L90","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Investors","Label implies navigation; individual expectation review NOT RUN","/investors","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/investors","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L92","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","llms.txt","Label implies navigation; individual expectation review NOT RUN","/llms.txt","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/llms.txt","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L96","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Privacy","Label implies navigation; individual expectation review NOT RUN","/privacy","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/privacy","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L98","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Terms","Label implies navigation; individual expectation review NOT RUN","/terms","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/terms","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_book-L100","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/book","link; baseline-_book.txt","See evidence fixture/scenario; not individually qualified","Disclosures","Label implies navigation; individual expectation review NOT RUN","/disclosures","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/disclosures","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_book.txt",""
"CTA-baseline-_concepts-L3","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/concepts","link; baseline-_concepts.txt","See evidence fixture/scenario; not individually qualified","Skip to content","Label implies navigation; individual expectation review NOT RUN","""#site-main""","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","""#site-main""","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_concepts.txt",""
"CTA-baseline-_concepts-L8","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/concepts","link; baseline-_concepts.txt","See evidence fixture/scenario; not individually qualified","Join","Label implies navigation; individual expectation review NOT RUN","/waitlist","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/waitlist","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_concepts.txt",""
"CTA-baseline-_concepts-L11","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/concepts","button; baseline-_concepts.txt","See evidence fixture/scenario; not individually qualified","Dismiss announcement","Label implies interaction; individual expectation review NOT RUN","Control observed; action contract NOT RUN","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","NOT VERIFIED","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_concepts.txt",""
"CTA-baseline-_concepts-L13","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/concepts","link; baseline-_concepts.txt","See evidence fixture/scenario; not individually qualified","xenios","Label implies navigation; individual expectation review NOT RUN","/","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_concepts.txt",""
"CTA-baseline-_concepts-L16","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/concepts","link; baseline-_concepts.txt","See evidence fixture/scenario; not individually qualified","Sign in","Label implies navigation; individual expectation review NOT RUN","/research/sign-in","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/research/sign-in","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_concepts.txt",""
"CTA-baseline-_concepts-L18","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/concepts","link; baseline-_concepts.txt","See evidence fixture/scenario; not individually qualified","Get access","Label implies navigation; individual expectation review NOT RUN","/research/access-hub#account-access","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/research/access-hub#account-access","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_concepts.txt",""
"CTA-baseline-_concepts-L20","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/concepts","button; baseline-_concepts.txt","See evidence fixture/scenario; not individually qualified","Open full site menu","Label implies interaction; individual expectation review NOT RUN","Control observed; action contract NOT RUN","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","NOT VERIFIED","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_concepts.txt",""
"CTA-baseline-_concepts-L32","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/concepts","link; baseline-_concepts.txt","See evidence fixture/scenario; not individually qualified","team@xeniostechnology.com","Label implies navigation; individual expectation review NOT RUN","mailto:team@xeniostechnology.com","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","mailto:team@xeniostechnology.com","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_concepts.txt",""
"CTA-baseline-_concepts-L34","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/concepts","link; baseline-_concepts.txt","See evidence fixture/scenario; not individually qualified","Instagram, @officialxenios","Label implies navigation; individual expectation review NOT RUN","https://www.instagram.com/officialxenios/","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","https://www.instagram.com/officialxenios/","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_concepts.txt",""
"CTA-baseline-_concepts-L36","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/concepts","link; baseline-_concepts.txt","See evidence fixture/scenario; not individually qualified","LinkedIn, /company/officialxenios","Label implies navigation; individual expectation review NOT RUN","https://www.linkedin.com/company/officialxenios","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","https://www.linkedin.com/company/officialxenios","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_concepts.txt",""
"CTA-baseline-_concepts-L40","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/concepts","link; baseline-_concepts.txt","See evidence fixture/scenario; not individually qualified","Product","Label implies navigation; individual expectation review NOT RUN","/product","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/product","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_concepts.txt",""
"CTA-baseline-_concepts-L42","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/concepts","link; baseline-_concepts.txt","See evidence fixture/scenario; not individually qualified","How It Works","Label implies navigation; individual expectation review NOT RUN","/how-it-works","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/how-it-works","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_concepts.txt",""
