offer_id,exact_name,exact_format_variant,category,current_price_authority,public_price_allowed,availability,care,research_order,assisted_order,unavailable,account_required,clinician_review_required,current_cta,target_cta,fulfillment_authority,documentation_coa_status,source_of_truth,unresolved_issue
canonical:mov_017febfdb0edf96366f4,Epithalon,EPITHALON 20 mg,Research Peptides & Materials / Lyophilized Vial,current_master_retail candidate $159.38 (pending_approval); live Product Control member price not inspected by this lane,PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0283),public copy draft; price pending_approval; supplier/COA/landed cost not verified
canonical:mov_6a5f8633445131bc8421,Benzocaine,BENZOCAINE 20% / LIDOCAINE 10% / TETRACAINE 10% TOPICAL CREAM 60ML PUMP,503A Clinical Formulations / Topical Cream,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0019),public copy draft; pharmacy/clinician provider not verified
canonical:mov_6a7975035b2f4714a9bf,Minoxidil,MINOXIDIL 5% / TRETINOIN 0.025% SOLUTION 60ML,503A Clinical Formulations / Solution,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0110),public copy draft; pharmacy/clinician provider not verified
canonical:mov_6a7ce276b6726e5d0a90,Progesterone,PROGESTERONE 25MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0146),public copy draft; pharmacy/clinician provider not verified
canonical:mov_6a9fbc4e6522db1b9478,Testosterone,TESTOSTERONE 30MG/GM TOPICAL CREAM,503A Clinical Formulations / Topical Cream,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0216),public copy draft; pharmacy/clinician provider not verified
canonical:mov_6e7b8674cb13d3043d5e,Tirzepatide + B12,TIRZEPATIDE/B12 10MG-500MCG/ML (3ML) (30mg vial),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0228),public copy draft; pharmacy/clinician provider not verified
canonical:mov_6fa1343c6cfe7cacc9e8,Tadalafil,TADALAFIL 10MG TABLET,503A Clinical Formulations / Tablet,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0195),public copy draft; pharmacy/clinician provider not verified
canonical:mov_70ed47e636867f37e9d3,Ondansetron,ONDANSETRON 4MG ODT (ZOFRAN) 30 TABLETS (AntiNausea),503A Clinical Formulations / ODT / Tablet,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0115),public copy draft; pharmacy/clinician provider not verified
canonical:mov_711f953e5a7be900fb65,"HCG Pregnyl 10,000Iu","HCG PREGNYL 10,000IU",503A Clinical Formulations / Listed Unit,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0073),public copy draft; pharmacy/clinician provider not verified
canonical:mov_71799025c4b9af0971a9,Methylene Blue Anti-Aging Cream (Methylene Blue,METHYLENE BLUE ANTI-AGING CREAM (METHYLENE BLUE 0.0064% / ESTRIOL 0.003%) 30GM,503A Clinical Formulations / Topical Cream,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0107),public copy draft; pharmacy/clinician provider not verified
canonical:mov_72e17e552c98845046a8,Semaglutide + B12,SEMAGLUTIDE/B12 1.2MG-500MCG/ML (2ML) (2.4mg vial),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0158),public copy draft; pharmacy/clinician provider not verified
canonical:mov_73282e0789c7bb46a652,Epithalon,EPITHALON 2MG/ML (5ML),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0047),public copy draft; pharmacy/clinician provider not verified
canonical:mov_733714050d78aabb611b,Methylene Blue,METHYLENE BLUE 5MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0106),public copy draft; pharmacy/clinician provider not verified
canonical:mov_752e7861ef035dc39c9a,Tesamorelin,TESAMORELIN 3MG/ML (5ML),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0208),public copy draft; pharmacy/clinician provider not verified
canonical:mov_766e97f7685af83b8f7e,Ibutamoren,IBUTAMOREN 25MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0076),public copy draft; pharmacy/clinician provider not verified
canonical:mov_7673a9b4ccaa340557f2,Sildenafil SR,SILDENAFIL SR 110MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0177),public copy draft; pharmacy/clinician provider not verified
canonical:mov_7a9f5490412704a83cb5,Tamoxifen,TAMOXIFEN 10MG TABLET,503A Clinical Formulations / Tablet,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0206),public copy draft; pharmacy/clinician provider not verified
canonical:mov_7db23839e0378f076ad5,Progesterone,PROGESTERONE 50MG/ML CREAM,503A Clinical Formulations / Topical Cream,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0152),public copy draft; pharmacy/clinician provider not verified
canonical:mov_7f82640f5ac1adc9483f,Enclomiphene,ENCLOMIPHENE 12.5MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0043),public copy draft; pharmacy/clinician provider not verified
canonical:mov_7fc3aca6a879412d6576,Semax + Selank,SEMAX/SELANK 2.5MG/2.5MG/ML NASAL SPRAY (15ML),503A Clinical Formulations / Nasal Spray,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0169),public copy draft; pharmacy/clinician provider not verified
canonical:mov_806be6cd914c527fad37,Tadalafil SR,TADALAFIL SR 12MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0200),public copy draft; pharmacy/clinician provider not verified
canonical:mov_82974ab2f9c652c2cb12,Anastrozole,ANASTROZOLE 0.25MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0002),public copy draft; pharmacy/clinician provider not verified
canonical:mov_831a50352c3ea54cf4e7,Estradiol,ESTRADIOL 6MG/ML CREAM,503A Clinical Formulations / Topical Cream,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0058),public copy draft; pharmacy/clinician provider not verified
canonical:mov_85b30027c9aab0079752,Estradiol,ESTRADIOL 1.5MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0052),public copy draft; pharmacy/clinician provider not verified
canonical:mov_85f31586f4ca4262ebb4,Tesofensine,TESOFENSINE 500MCG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0211),public copy draft; pharmacy/clinician provider not verified
canonical:mov_865c8079b375e73ded35,Foxo4-Dri,FOXO4-DRI 2MG/ML (5ML),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0061),public copy draft; pharmacy/clinician provider not verified
canonical:mov_86df1a74878cfd60f6c2,Sildenafil,SILDENAFIL 55MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0175),public copy draft; pharmacy/clinician provider not verified
canonical:mov_874168a9c2547434954b,Kisspeptin,KISSPEPTIN 1MG/ML (5ML),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0078),public copy draft; pharmacy/clinician provider not verified
canonical:mov_8916bc3cdec720be82c2,Tadalafil,TADALAFIL 5MG TABLET,503A Clinical Formulations / Tablet,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0199),public copy draft; pharmacy/clinician provider not verified
canonical:mov_8b5397cde4ee58ec1e07,Metformin HCl Er Tablet,METFORMIN HCl ER TABLET 1000MG,503A Clinical Formulations / Tablet,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0099),public copy draft; pharmacy/clinician provider not verified
canonical:mov_8c186c0019ff862aa8d0,Tirzepatide + B12,TIRZEPATIDE/B12 30MG-500MCG/ML (6ML) (180mg vial),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0234),public copy draft; pharmacy/clinician provider not verified
canonical:mov_8c43d8049cba3bbc8938,Vardenafil,VARDENAFIL 20MG TROCHE,503A Clinical Formulations / Troche,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0241),public copy draft; pharmacy/clinician provider not verified
canonical:mov_8c56e30aba0c1e1b9823,Tirzepatide + B12,TIRZEPATIDE/B12 28MG-500MCG/ML (2ML) (56mg vial),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0233),public copy draft; pharmacy/clinician provider not verified
canonical:mov_8d910726a1f47aada8b1,Tadalafil,TADALAFIL 24MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0198),public copy draft; pharmacy/clinician provider not verified
canonical:mov_8ed9566bd266d00fff4e,Oxytocin Troche,OXYTOCIN TROCHE 50 IU,503A Clinical Formulations / Troche,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0124),public copy draft; pharmacy/clinician provider not verified
canonical:mov_8f9c93d7bbd259a65618,Testosterone Cyp,TESTOSTERONE CYP 200MG/ML MCT OIL (5ML),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0221),public copy draft; pharmacy/clinician provider not verified
canonical:mov_8fc79749268ceced7f51,Progesterone,PROGESTERONE 250MG SR CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0144),public copy draft; pharmacy/clinician provider not verified
canonical:mov_90758b4e6a42d66e47f7,Estradiol,ESTRADIOL 4MG/ML CREAM,503A Clinical Formulations / Topical Cream,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0057),public copy draft; pharmacy/clinician provider not verified
canonical:mov_908f0621f69df1349570,Progesterone,PROGESTERONE 250MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0143),public copy draft; pharmacy/clinician provider not verified
canonical:mov_9244125895144bc27dc7,Progesterone,PROGESTERONE 200MG/ML CREAM,503A Clinical Formulations / Topical Cream,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0141),public copy draft; pharmacy/clinician provider not verified
